"id","firm_name","pharmacist","address","state","city","taluka","geocode","time_stamp"
601,SUPEKAR MEDICAL AND GENERAL STORES. - 9850183103,"komal vijay dangat, DPH, [145985-13/01/2014]","Ahmednagar.-Gala No.1, Milkat No. 204, S.No.53,,Delhi Gate,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,224.626132"
602,SUPEKAR SURGICALS - 9890247464,"sandip anantrao supekar, [C-P-18/10/2005]","AHMEDNAGAR-GALA NO. 2, MILKAT NO. 204, S.NO. 53,,DELHI GATE,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,224.96646"
603,SWARALI MEDICAL AND GENERAL STORES - 9420121953,"swapnil gokuldas bhore, DPH, [146500-01/04/2015]","AHMEDNAGAR-C.S.NO. 5109 A, PLOT NO.4392, GROUND FLOOR, SHOP NO.3,,MAYUR APARTMENT, SABJEL ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,226.631254"
604,Swastik Homoeo Pharma - 9422726976,"shri dipak khushaldas daswani, BCO,SSC, [C-P-16/06/2011]","Dist : Ahmednagar.-3197, Old Cloth Market,,Old Cloth Market,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,227.049282"
605,TARA MEDICAL AND GENERAL STORES - 9673569933,"adinath raosaheb gavhane, [191651-08/11/2016]","AHMEDNAGAR-S.NO. 45/2, TPS NO. 3, PLOT NO 19, FP. NO. 99, SHOP NO.4,GROUND FLOOR, SUYOG APPT, MANIK NAGAR, BURUDGOAN ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,227.452711"
606,TROPUS PHARMA - 9766951545,"santosh subash mote, BA, [C-P-19/11/2016]","Ahmednagar.-GAURAV COMPLEX, 2ND FLOOR, BUKHAND NO. 5007, C. S. NO. 4158,,SHERKAR GALLI, BARTOTI KARANJA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,228.16303"
607,UTKARSH MEDICAL & GENERAL STORES - 9970263191,"sarjerao ramdas nimse, DPH, [95628-05/10/2007]","AHMEDNAGAR-T.P.S. NO. 3,, PLOT NO. 50,,SHINDE HOSPITAL CAMPUS, ANANDDHAMMARG,BURUDGAON ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,228.851077"
608,UTKARSHA MEDICAL AND GENERAL STORES - 9730723468,"mahesh sadhu murumkar, DPH, [169556-15/07/2015]","RUICHHATISHI-MALMATTA NO 481,,WARD NO. 2 NEAR VITTHAL RUKMINI MANDIR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,229.20376"
609,Uttareshwar Medical And General Stores. - 9850240281,"pravin deelip akolkar, DPH, [63853-05/08/2011]","Ahmednagar-D, 23, Gala No. 1,,Premdan, Hudco. Savedi Road, Ahmednagar.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,229.634498"
610,VARSHA MEDICAL & GENERAL STORES - 9881209080,"gautam mansukhalal bhandari, BPH, [66420-26/07/2016]","AHMEDNAGAR-Gala No. 1, Ground Floor,H.NO. 1275, CST NO. 1307,,SARDAR PATEL ROAD, AADAT BAJAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,231.898955"
611,VIPS PHARMA - 9890336009,"hemchandra dattatraya khandkekar, BSC, [C-P-01/09/2014]","SAVEDI, AHMEDNAGAR-MALMATTA No. 63/327 (Z163067271), FIRST FLOOR ,,CIVIL HUDCO COLONY, GANESH CHOWK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,232.884273"
612,VISION PHARMA - 9623202498,"yogesh navnath shinde, BSC, [C-P-13/11/2016]","AHMEDNAGAR-SHOP NO.1, FROM EAST, GR FL, PR. NO. Z435118459,,PLOT NO. 5, MOTI NAGAR, SHAHU NAGAR ROAD, KEDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,233.265865"
613,VYANKATESH PHARMA - 9890137937,"sanjay gitaram manwelikar, BSC, [C-P-13/07/2010]","AHMEDNAGAR-BASEMENT NO.6, S.NO. 25/4 to 9, GURUPRASAD SUPER MARKET,,MORYA MANGAL KARYALAY, PIPELINE ROAD, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,233.896592"
614,XENETIC HEALTHCARE PVT LTD - 9922450018,"avinash digambar gaikwad, BPH, [152437-01/11/2014]","AHMEDNAGAR-PLOT NO.X.14,SHOP NO. 4 , GROUND FLOOR,MIDC INDUSTRIAL AREA, NAGAPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,234.621271"
615,Yogeshwar Medical And General Stores. - 9960584258,"vaibhav trimbakrao darade, DPH, [77092-15/02/2011]","SAVEDI Ahmednagar-C.S.No. 37/1A/1/1+37/1A/1/2, Plot No. 2+3, Gala No. 6,,SAI ENCLAVE APARTMENT,JUNA PIMPALGAON ROAD, Pipeline Road",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,234.998922"
616,ZAREKAR HOSPITAL DISPENSARY - 9890863400,"pooja tirupati donta, DPH, [188096-03/06/2016]","AHMEDNAGAR-PLOT NO. 127B, 16 SAKKAR CHOWK,,TILAK ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,235.706739"
617,ZAWARE HOSPITAL MEDICAL STORE - 9860168098,"aditya subhash anecha, DPH, [191755-20/10/2016]","AHMEDNAGAR-BHUMAPAN NO. 3964/1,,JUNA BAZAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,236.058496"
618,ZENBURG HEALTHCARE PRIVATE LIMITED - 9890883377,"sachin gorakshnath khengat , BPH, [171565-07/08/2015]","AHMEDNAGAR-SHOP NO.1, MILKAT NO/H. NO. 241, GUT NO. 150,,MAHADEV VASTI, BABURDI BEND, POST- HIRVE ZARE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,236.473508"
619,ZF PHARMA - 9421558769,"shaikh farhan asrar, BPH, [178355-28/10/2016]","AHMEDNAGAR-SHOP NO. 2,3,4, FROM SOUTH, GR FL, PR. NO. Z384096246,343/1A/2B2, SAHIL CORNER, GOVINDPURA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,236.858383"
620,Ashish Medical And General Stores. - 9028944352,"mahavir chensukhalal munot, [57644-23/04/2012]","Ahmednagar-933 A, Nehru Chowk,,Bhingar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,239.017494"
621,ASIAN NOBLE MEDICAL - 9422236174,"sangita shankarrao pam, DPH, [25817-16/04/2016]","AHMEDNAGAR-SHOP NO.1, GR. FLOOR, PR. NO. Z154056601, CS. NO. 109,,PL. NO. 112+121, PREMDAN CHAUK, GIKWADMALA, SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,239.701651"
622,ASIAN NOBLE MEDICAL ( BRANCH- I ) - 9422236174,"pravinkumar raghuvir swami, DPH, [31999-24/12/2016]","SAVEDI, AHMEDNAGAR-SHOP NO.02 (FR. NORTH), 2nd FLOOR., PR.NO.Z15405661,,F.P.NO.109, GAIKWAD MALA, PREMDAN CHOWK, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,240.023189"
623,ASIAN NOBLE MEDICAL (GODOWN) - 9422236174,"ajay sayanna bolli, DPH, [47999-19/04/2016]","AHMEDNAGAR-ROOM NO.1, FROM WEST, BASEMENT, PR. NO. Z154056601,,NEAR DATTA MANDIR, PREMDAN CHOWK, GAIKWAD MALA, SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,240.32371"
624,Astha Medical And General Stores. - 9850115570,"deepa prakash sohoni, DPH, [65521-01/04/2013]","Ahmednagar-Gut No. 265/3/1, Near Bharat Gas,,Sonewadi Road, Kedgaon, Dist Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,240.68629"
625,AVINASH MEDICAL & GENERAL STORES - 9421438992,"avinash vishnu patil, DPH, [20622-26/09/1988]","AHMEDNAGAR-SHOP NO.1, PLOT NO.2, SURVEY NO.8,,BHISTBAG ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,241.0318"
626,DHANASHRI MEDICAL & GENERAL STORES - 8805571707,"rajendra zumbarilal bhandari, DPH, [22374-16/08/2003]","Dist Ahmednagar-Final Plot no. 200, OPP. ZILLA PARISHAD,,Maliwada Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,242.535555"
627,GOVINDDAS VRUNDAVANDAS - 9822300261,"bharat gopaldas gandhi, [C-P-04/08/1995]","AHMEDNAGAR-HOUSE NO. 3107/8, SHREE MAHAPRABHUJI MARG,,AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,242.915535"
628,Jayashree Enterprises - 9881220924,"shripad janardan shindikar, DPH, [27077-19/05/2011]","Ahmednagar-Flat No.10, Shree Apartment, Ahilya nagari,,Bistabag, Pipeline Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,243.867824"
629,JAYASHRI ENTERPRISES - 9999999999,"ranjit suresh dave, [C-P-17/08/1999]","AHMEDNAGAR-MILKAT NO. 503,GAT NO. 249,AT POST POKHARDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,244.238407"
630,KHETMALAS MEDICAL AND GENERAL STORES - 9049047127,"suraj navnath khetmalas, DPH, [117055-23/09/2015]","AHMEDNAGAR-GALA NO. 01, PLOT NO. 6339, MALMATTA NO. Z342095558,,SIDDHARTH NAGAR, LALTAKI ROAD, BOUDH VASTI, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,245.109532"
631,PASHU SEVA KENDRA - 9604836369,"milind anant nagarkar, DPH, [41622-02/08/2013]","AHMEDNAGAR-H.NO. 6586, C.S.NO. 5665B NEAR LAXMI KARANJA,NEAR GANDHI MAIDAN,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,245.709024"
632,PASHU SEVA KENDRA (GODOWN),"shri satyashil s. bramhe, BCO, [C-P-15/12/2006]","AHMEDNAGAR-C.S.NO. 5665B,MILKAT NO. 6586, LAXMI KARANJA,NEAR GANDHI MAIDAN,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,246.019433"
633,PASHUDHAN MEDICAL STORES - 9822785821,"vijaykumar laxmanrao ramdin, DPH, [5089-21/08/2008]","Dist. Ahmednagar-S.NO. 36B,Plot no. 46 Shop no. 35 Ambar Plaza,Behind S.T. Stand",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,246.3301"
634,PRASANNA MEDICAL AND GENERAL STORES - 9422083645,"pravin hastimal bhandari, DPH, [118678-07/12/2012]","AHMEDNAGAR-226, NEAR KEDGAON TEMPLE,,SHIVAJI CHOWK, KEDGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,247.279374"
635,Prashant Medical And General Stores. - 9860566186,"prashant mansukhlal gandhi, DPH, [31964-14/01/1994]","Ahmednagar-Plot No. 12, S.No. 24,24/1B/2B, Saket Apartment,Gala No.1, Pipeline Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,247.581943"
636,SHRIYASH MEDICAL AND GENERAL STORES - 9890380009,"rajendra annasaheb bhapkar, DPH, [55471-01/09/2008]","AHMEDNAGAR-37/1, 1B, PLOT NO.3, EKVIRA CHOWK,,PIPELINE ROAD, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,250.252287"
637,SUBHASH MEDICOS - 9822215853,"sharad shankar ganar, DPH, [104311-31/12/2009]","dist ahmednagar-s.no.274-A-3, plot no.4, gala no.3, pushkaraj palace,,balikashram rd, bagade mala,ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,250.560807"
638,YASH MEDICAL & GENERALS - 9673731999,"nutan prasad tanpure (nutan shivajirao ingawale deshmukh), DPH, [201841-27/01/2017]","Dist. Ahmednagar-c.s.no.20/2A-1+19,10,manik nagar,,opp. to gunjal hospital,nagar pune rd, ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,251.813112"
639,YASH MEDICAL & GENRAL STORES - 8605000800,"kishor chhaganlal firodiya, [26530-20/02/2016]","AHMEDNAGAR-GALA NO.2 FROM SOUTH SIDE, MILKAT NO.714/1, S.NO.202/4A,,AP WAKODI PHATA, NAGAR SOLAPUR ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,252.136714"
640,YASH MEDICAL AND GENERAL STORES - 8275695906,"jayashri jagdish mhase, DPH, [161303-04/08/2016]","AHMEDNAGAR-SHOP NO.1, FROM EAST, 2nd FL., PR. NO. Z22000012, S. NO. 147,ATHSHRI APARTMENT, DELHI GATE, AHMEDNAGAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,252.77408"
641,Yash Medical And General Stores. - 9890006387,"sagar sunil yelaye, DPH, [109117-06/04/2011]","Dist : Ahmednagar.-C.S.No. 142/4/A, Plot No. 54/55, Medicare Hospital.,Mehetre Heights Nagar Manmad Road, Nagapur.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,253.073597"
642,YASH MEDICAL AND GENERAL STORES. - 9011561361,"pramod trimbakrao pachare, DPH, [152342-16/04/2014]","Ahmednagar-Gut No. 80/01/02, Plot No.50,Bolhegaon",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,253.440365"
643,YASHODEEP MEDICAL - 9822293528,"satish madhukar misal, DPH, [36156-31/08/2015]","AHMEDNAGAR-SHOP NO. 1, PLOT NO. 187/2, T.P. SCHEME NO. 3, FIRST FLOOR,,MUNOT ESTATE, TILAKROAD, BURUDGAON, STATION ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,254.095375"
644,YASHOGATHA MEDICALS - 9960417767,"ravsaheb uttam jadhav, DPH, [195673-26/11/2016]","AHMEDNAGAR-T.P. NO. 4, PLOT NO. 3/4 A,,SHINDE MALA , SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,254.394455"
645,Audumber Medical & Genral Stores - 9226757702,"gitesh suresh kulkarni, DPH, [35001-03/10/1994]","Dist.Ahmednagar-Plot no. 2 -19/1, Gut no. 14/13/6 Gala no. 111,Rasnenagar Savedi .",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,272.322698"
646,GAURI MEDICAL & GENRAL STORES - 9999999999,"arvind ghanshyam raut, DPH, [48514-14/08/2002]","Dist. Ahmednagar-Gala no. 1, Mahadev Apt. PIPE LINE ROAD.,Bhistbag Naka Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,273.000424"
647,MAULI MEDICAL AND GENERAL STORES - 901111448,"dattatraya laxman raskar, DPH, [136317-28/01/2013]","AHMEDNAGAR-GRMAPANCHAYAT MILKAT NO. 2347/2, GALA NO.2,BESIDES DR. KULANGE, ALAMGIR ROAD, BHINGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,274.392213"
648,MAULI MEDICAL & GENERAL STORES - 9999999999,"ankush machindra girawale, DPH, [43122-16/04/1999]","AHMEDNAGAR-MILKAT NO. 737,,AT POST DEULGAON SIDDHI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,274.727594"
649,MAULI MEDICAL AND GENERAL STORES - 9689294141,"nitish bhausaheb kedari, DPH, [158133-01/10/2015]","AHMEDNAGAR-TP SKIM NO.4, PLOT NO.47, GROUND FLOOR, GALA NO.9,,GAJANAN APRT,OPP. ZOPADI CANTEEN, SNEHADEEP HOSPITAL, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,275.327006"
650,MAULI MEDICAL AND SURGICALS - 9096054849,"sheetal ashok sapre, DPH, [158484-20/07/2016]","AHMEDNAGAR-GALA NO.2,SOUTH SIDE, PLOT NO.2, C.S.NO.499/1A,,MALMATTA NO.Z438000001, AMBIKANAGAR ,KEDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,275.635966"
651,MAULI MEDICOS - 8149135302,"rupali abhijit gangarde, BPH, [169053-30/04/2015]","AHMEDNAGAR-TPS No. 6, Survey No. 37/1A/2, Sub Plot No. 4/1, Shop No 2,Bhagvatgita Complex ,EKVEERA CHOWK, PIPELINE ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,275.938822"
652,MS/ MAULI MEDICAL AND GENERAL STORES - 9850085787,"amit ishwarlal lande, BPH, [70243-26/07/2012]","AHMENDAGAR-MILKAT NO 238, GUGALE COLONY,BURHANNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,276.872643"
653,AVANI MEDICAL AND GENERAL STORE - 9922572354,"kiran parashram najan, [74546-22/11/2016]","AHMEDNAGAR-SHOP NO.2, FROM WEST, GR FL, PR. NO. 1809, GUT NO. 472,,NIMBLAK NAGAPUR ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,280.711579"
654,Navjeevan Medicals - 9422237942,"swapnil subhash bhandari, DPH, [89614-15/07/2008]","AHMEDNAGAR-C.S.No. 5161,/A/2/A, H.No. 44/5,Juna Mangalwar Bazar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,286.12922"
655,NAVLE MEDICAL AND GENERAL STORES - 9850193301,"vikrant sudhakarrao navle, DPH, [55430-04/12/2002]","AHMEDNAGAR-A-12, GALA NO. 2,KAMALPUSHPA APARTMENT, GULMOHAR ROAD, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,286.51275"
656,NAVNATH MEDICAL AND GENERAL STORES - 8888364769,"dnyaneshwar asaram dhadge, DPH, [52308-02/02/2000]","AHMEDNAGAR-C. S. NO. 325,,A/P - NAGARDEVALE,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,287.162501"
657,NAVNATH MEDICAL AND GENERAL STORES - 9420750073,"poonam balkrushna korade, DPH, [108659-05/08/2013]","AHMEDNAGAR-GAT NO. 285/8,SUDKE MALA,, BALIKASHRAM ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,287.524157"
658,PRANAV MEDICAL AND GENERAL STORES - 9226750119,"sanjivani manuel aware, DPH, [56867-01/08/2014]","AHMEDNAGAR-C.S.NO. 255, PLOT NO 38,,COTTAGE CORNER, BEHIND YASHWANTRAO CHAVHAN DPHARM COLLAGE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,287.81653"
659,PRANAV MEDICAL AND GENERAL STORES - 9999999999,"govardhan bahiru, DPH, [71579-22/05/2008]","AHMEDNAGAR-C. S. NO. 1091/3, PLOT NO. 1,AT POST CHAS",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,288.116006"
660,PRAVIN MEDICAL AND GENERAL STORES - 9999999999,"pradeep bapurao kapase, DPH, [27571-16/03/1995]","AHMEDNAGAR-C. S. NO. 32/2A+38/1A4,SHOP NO. 1,AIKYANAGAR, PIPELINE ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,288.428531"
661,PRAVIN MEDICAL STORES - 9767171740,"pukharaj manakchand, DPH, [18424-12/05/1986]","RAHATA-MILKAT NO.720 (OLD),V3000567 (NEW),,NAGAR MANMAD ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,288.729097"
662,SAVI MEDICAL AND GENERAL STORES - 9404890083,"vikas sanju bhawar, DPH, [134968-03/08/2016]","AHMEDNAGAR-SHOP NO.1, NORTH SIDE, GR. FL. PR.NO. Z429111069, PL. NO. 21,S.NO. 135 to 138, SAVI BAL RUGNALAY, SARASNAGAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,289.688484"
663,SHINGAVI MEDICAL & GENERAL STORES - 9225326465,"rajendrakumar shantilal shingavi, DPH, [37298-09/10/1997]","AHMEDNAGAR-MILKAT NO. 422/2B,422/1, GALA NO. 3, SHOPPING CENTRE,A/P KEDGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,290.059814"
664,Shravan Medical & Genral Stores - 9421963020,"yogesh madanlal sonagra, DPH, [43275-15/04/2009]","Dist. Ahmednagar-2018, Near Pokharna Hospital,Ramchandra Khunt",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,290.354759"
665,SHRAVANI MEDICAL AND GENERAL STORES - 8888239222,"shital vishnu bhosale, DPH, [148349-03/11/2016]","AHMEDNAGAR-SHOP NO.10, SOUTH SIDE, GR FL, PR. NO. Z421104733,,PL.NO.107, GANESHWADI, BURUDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,290.72849"
666,SHRAVANI MEDICAL AND GENERAL STORES - 9420344645,"sudam vaman chitalkar, DPH, [69219-29/11/2013]","WALKI-GAT NO. 675/1, MILKAT NO. 1779,,GROUND FLOOR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,291.086249"
667,SHRAVNI MEDICAL GENERAL STORES - 9890100391,"pravin bhausaheb barawkar, DPH, [48700-07/12/2010]","dist ahmednagar-c.s.no.7365-A,vaitagwadi, siddhant nagar,,ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,291.409433"
668,GAWALI MEDICAL AND GENERAL STORES - 7038060957,"sameer jayant tribhuvan, DPH, [36130-20/06/2016]","AHMEDNAGAR-MILKAT NO. 222/35, GALA NO. 01,,CIVIL HADCO COLONY, SAVEDI, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,293.772355"
669,PAWAN MEDICAL AND GENERAL STORES - 9922313193,"nagesh tulshiram wagh, DPH, [131295-04/02/2013]","AHMEDNAGAR-MILKAT NO. 337,,AT POST DAHIGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,294.448346"
670,Pawan Medical And General Stores. - 9422232500,"shri sushant arun pophale, HSC, [C-P-29/09/2011]","Sangamner-H.No. 1024, Main Road,,At post Taluka Sangamner, Dist Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,294.823066"
671,Dhanlaxmi Medicals - 9873180144,"pritesh champalal bhandari, DPH, [69306-07/05/2016]","Dist. Ahmednagar-H.no. 1248/49 Dane Dabra, Beldar Galli,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,297.128164"
672,LAXMI DISTRIBUTORS - 8390502537,"hiralal keshavdas motyani, DPH, [64673-17/04/2015]","Dist. Ahmednagar-shop no,6,c.s.no.3/1A,ashirwad appt., behind i.c.i.ci.bank,,savedi,ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,298.319105"
673,AYESHA MEDICAL AND GENERAL STORE - 9272417476,"inamdar asifa yusuf, DPH, [106701-11/11/2016]","AHMEDNAGAR-SHOP NO.2, FROM NORTH, GR FL, PR. NO. 388100642,,S.NO. 340, 341/4, MUKUNDNAGAR, HUSSAINI COLONY, BHINGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,301.579278"
674,Indrayani Enterprise - 9822758102,"shri ajit janardan shinde, BSC, [C-P-26/05/2011]","Ahmednagar-C.S.No.323/13/1/1, Plot No.19A, Gala No.8,,Ground Floor, Anand Complex, Savedi naka, Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,302.264214"
675,JAY ANAND MEDICAL & GENERAL STORES - 9881028078,"sachin ramesh pokharna, DPH, [56799-04/05/2002]","AHMEDNAGAR-GALA NO. 7,,BALAJI CHAMBERS, SHRAMIKNAGAR,SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,302.550381"
676,JAY GURUDEV MEDICAL AND GENERAL STORES - 9999999999,"janabai sudam narawade, DPH, [76556-17/06/2008]","AHMEDNAGAR-MILKAT NO. 299,AT POST GUNDEGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,302.848195"
677,JAYDEEP MEDICAL & GENERAL STORES - 9420641464,"ishwarlal champalal surana, DPH, [28618-18/04/1995]","AHMEDNAGAR-PLOT NO. 11,SHOP NO. 4, ADITI APARTMENT,,VAIDUWADI, SAVEDI, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,304.207335"
678,MAYUR DISTRIBUTORS - 9823769064,"nitin ashok munot, DPH, [77087-25/02/2014]","AHMEDNAGAR-S.NO. 2528, JUNA BAZAR,,BESIDES SURAJ DISTRIBUTORS",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,304.537992"
679,MAYUR DISTRIBUTORS - 9823769064,"jitendrakumar ashok munot (only for godown), HSC, [C-P-20/05/2010]","AHMEDNAGAR-BASEMENT SHOP, HOUSE NO. 2528,,JUNA BAZAR, BURUD LANE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,304.905046"
680,NEW PRANAY MEDICAL AND GENERAL STORES - 8483069999,"amol dhondiba khakal, DPH, [101013-29/12/2016]","AHMEDNAGAR-SHOP NO.1, FROM NORTH, GR FL, MILKAT NO. 201,,NEAR VITTHAL MANDIR, MAIN ROAD, AT NIMGAON WAGHA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,305.25341"
681,PAYAL MEDICAL & GENERAL STORES - 9552801410,"rameshwar bapurao walke, DPH, [98363-22/09/2009]","dist ahmednagar-gat no.51/4, wakodi (darewdi phata), solapur rd,,tal, ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,305.54229"
682,SHIVANAND AYURVEDALAY - 9999999999,"sau madhubala chandrakant kothari, OTH, [C-P-30/11/2007]","AHMEDNAGAR-C. S. NO. 1374,M.H. NO. 2333/37, SHIP NO. G-2,MAHAVEER COMPLEX ,VEDANT HOUSE , ADTE BAZAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,306.708014"
683,TANMAY MEDICAL AND GENERAL STORES - 9552314155,"rupali meghshyam dandawate, DPH, [54613-05/04/2010]","AHMEDNAGAR-C.S.NO. 5045,,NEAR KARDILE HOSPITAL, COURT ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,308.472016"
684,UDAY MEDICAL STORES - 9766939079,"dr.medha dhananjay gurjar, OTH, [C-P-12/04/2010]","Dist. Ahmednagar-3575/A,101 to 104,new kapad bazar,ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,308.828272"
685,VIJAY MEDICAL AND GENERAL STORES - 8087880795,"vijay gajanan bankar, DPH, [97623-04/08/2010]","AHMEDNAGAR-145/7 MASKE COLLAGE ROAD, BESIDES SANGAM BAKERY,,NAGAPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,309.389101"
686,VIJAY MEDICAL AND GENERAL STORES - 9270695008,"vijay kantilal katariya, DPH, [27424-20/11/2002]","AHMEDNAGAR-S.NO. 38/5, PLOT NO.3, ANAND HEIGHTS,BURUDGAON ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,309.699212"
